account_id,account_name,arr,contract_end_date,plan_tier,industry,csm_name,region,latest_sdk_version,api_change_pct,content_change_pct,active_users_change_pct,workflow_change_pct,latest_api_calls,latest_active_users,ticket_count,p1_ticket_count,open_ticket_count,avg_resolution_hours,priority_score_total,using_v3_sdk,using_v4_0_sdk,competitor_mentioned,budget_pressure,executive_involved,security_concern,migration_concern,product_dissatisfaction,support_frustration,silent_churn,expansion_opportunity,renewal_sentiment,csm_risk_level,latest_csm_note,latest_nps,latest_nps_comment,comment_sentiment_score,nps_competitor_mentioned,nps_budget_pressure,nps_product_dissatisfaction,nps_support_frustration,nps_migration_concern,nps_renewal_risk,nps_comment_mismatch,any_competitor_signal,any_budget_pressure,any_migration_concern,any_product_dissatisfaction,product_risk_score,product_recommendations
1043,Sunflower Foods,128000,2026-11-03,Growth,E-commerce,Sarah Chen,EMEA,v4.3.0,9.03,-21.49,30.0,-11.43,30321,13,1.0,0.0,0.0,19.7,5.0,False,False,,,,,,,,,,,,,7.0,Transformed how our team publishes content. Love it.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1044,Neon Pixel Studios,18000,2027-03-16,Starter,Manufacturing,Priya Sharma,NA-East,v4.3.0,8.97,1.85,50.0,50.0,5780,3,3.0,0.0,0.0,15.633333333333333,9.0,False,False,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,10,['Review security roadmap']
1045,Windmill Energy,27000,2026-08-19,Starter,Government,James Okafor,NA-West,v4.3.0,13.94,-13.21,0.0,50.0,5493,2,3.0,0.0,0.0,10.966666666666669,8.0,False,False,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,10,['Review security roadmap']
1046,Onyx Defense,751000,2026-11-18,Enterprise,Government,Sarah Chen,LATAM,v4.3.0,20.14,28.32,13.64,13.73,256441,100,2.0,0.0,0.0,12.1,6.0,False,False,,,,,,,,,,,,,9.0,Best headless CMS on the market. Period.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1047,Topaz AI,42000,2027-04-08,Starter,SaaS / Technology,Emily Watson,NA-West,v4.2.3,54.98,29.63,50.0,20.0,6692,3,2.0,1.0,0.0,17.35,15.0,False,False,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,10,['Review security roadmap']
1048,Lunar Dynamics,325000,2026-11-27,Scale,Travel & Hospitality,Priya Sharma,EMEA,v4.1.0,5.61,-19.2,-2.94,-17.7,95768,33,,,,,,False,False,,,,,,,,,,,,,8.0,Transformed how our team publishes content. Love it.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1049,Fossil Creek Ranch,1163000,2026-08-21,Enterprise,E-commerce,David Kim,LATAM,v4.3.0,43.52,-5.22,53.62,8.14,265712,106,2.0,0.0,0.0,10.6,6.0,False,False,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,10,['Review security roadmap']
1050,Delta Wave Audio,20000,2026-11-01,Starter,Manufacturing,Emily Watson,NA-West,v4.3.0,20.53,19.51,0.0,20.0,5982,3,1.0,0.0,0.0,16.5,1.0,False,False,,,,,,,,,,,,,8.0,Best headless CMS on the market. Period.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1051,Ivory Tower Education,236000,2026-11-17,Scale,SaaS / Technology,Emily Watson,NA-West,v4.2.3,22.64,18.69,-12.82,0.0,101208,34,1.0,0.0,0.0,13.6,5.0,False,False,,,,,,,,,,,,,10.0,Best headless CMS on the market. Period.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1052,Crimson Tide Logistics,1639000,2026-12-16,Enterprise,Government,Sarah Chen,LATAM,v4.2.3,-3.55,1.47,32.35,20.0,189938,90,1.0,0.0,0.0,11.1,1.0,False,False,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,10,['Review security roadmap']
1053,Cerulean Aerospace,254000,2026-09-21,Scale,Retail,James Okafor,NA-East,v4.1.0,21.49,61.35,6.06,16.81,95959,35,1.0,0.0,0.0,20.5,2.0,False,False,,,,,,,,,,,,,9.0,Best headless CMS on the market. Period.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1054,Olive Branch Organics,121000,2026-12-06,Growth,Government,Carlos Mendez,EMEA,v4.1.0,13.82,8.05,18.18,6.25,30005,13,,,,,,False,False,,,,,,,,,,,,,6.0,Transformed how our team publishes content. Love it.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1055,Starlight Entertainment,119000,2027-03-30,Growth,Education,Emily Watson,NA-East,v4.1.0,26.32,-7.04,50.0,22.58,27879,15,1.0,0.0,0.0,8.6,2.0,False,False,,,,,,,,,,,,,7.0,Best headless CMS on the market. Period.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1056,Thunderbolt Motors,43000,2026-12-03,Starter,E-commerce,Sarah Chen,EMEA,v4.2.3,9.48,25.0,0.0,25.0,5164,2,1.0,0.0,0.0,10.6,1.0,False,False,False,False,False,True,False,False,False,False,False,neutral,low,"4/10 - note for account 1099 (Harbourside Dining I think?)
They called to ask about our GDPR data processing agreement update. Routine 
request but they seemed annoyed it took 2 weeks last time. Quick turnaround 
needed. -- Emily W.",,,,,,,,,,,False,False,False,False,10,['Review security roadmap']
1057,Pearl Harbor Memorial Trust,119000,2026-10-05,Growth,Education,Anna Kowalski,LATAM,v4.2.3,35.51,7.69,-8.33,-6.06,28840,11,,,,,,False,False,,,,,,,,,,,,,7.0,Would recommend to anyone in our industry.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1058,Magenta Health,22000,2026-08-22,Starter,Healthcare,Sarah Chen,EMEA,v4.1.0,5.52,2.38,50.0,0.0,5293,3,2.0,0.0,0.0,15.95,3.0,False,False,,,,,,,,,,,,,6.0,Would recommend to anyone in our industry.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1059,Cobblestone Properties,163000,2026-09-18,Growth,E-commerce,Emily Watson,EMEA,v4.2.3,29.12,8.11,-8.33,6.06,29615,11,2.0,0.0,0.0,9.6,3.0,False,False,,,,,,,,,,,,,9.0,Would recommend to anyone in our industry.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1060,Titanium Fitness,38000,2026-10-30,Starter,Media & Publishing,James Okafor,EMEA,v4.3.0,26.37,11.54,50.0,50.0,6034,3,2.0,1.0,0.0,7.0,15.0,False,False,,,,,,,,,,,,,5.0,Would recommend to anyone in our industry.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1061,Flamingo Travel,1802000,2026-10-02,Enterprise,Media & Publishing,Priya Sharma,NA-West,v4.3.0,27.48,-0.79,1.2,20.68,246753,84,1.0,1.0,1.0,4.0,10.0,False,False,,,,,,,,,,,,,8.0,,5.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1062,Driftwood Publishing,552000,2026-10-14,Enterprise,SaaS / Technology,Anna Kowalski,NA-West,v4.1.0,4.11,26.25,-4.76,42.16,212349,80,,,,,,False,False,,,,,,,,,,,,,7.0,Would recommend to anyone in our industry.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1063,Canyon Edge Adventures,283000,2026-09-08,Scale,Travel & Hospitality,Sarah Chen,APAC,v4.3.0,26.36,21.69,-2.86,18.0,88814,34,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,10,['Review security roadmap']
1064,Eclipse Software,102000,2027-03-07,Growth,SaaS / Technology,Emily Watson,NA-West,v4.2.3,22.59,18.08,0.0,24.0,31715,13,,,,,,False,False,,,,,,,,,,,,,10.0,Would recommend to anyone in our industry.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1065,Harbor Light Consulting,56000,2026-10-21,Growth,Travel & Hospitality,Raj Patel,EMEA,v4.3.0,12.33,-12.61,-7.69,-2.86,28873,12,1.0,0.0,0.0,21.8,1.0,False,False,,,,,,,,,,,,,8.0,,5.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1066,Willow Creek Farms,33000,2027-01-10,Starter,Manufacturing,Anna Kowalski,LATAM,v4.1.0,4.55,10.87,0.0,20.0,5971,3,1.0,0.0,0.0,16.5,2.0,False,False,,,,,,,,,,,,,8.0,Best headless CMS on the market. Period.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1067,Stormfront Weather Systems,214000,2026-09-12,Scale,Retail,Priya Sharma,LATAM,v4.3.0,-4.58,67.65,10.53,53.33,85183,42,3.0,0.0,1.0,15.333333333333334,9.0,False,False,,,,,,,,,,,,,7.0,We evaluated 5 CMS platforms. Contentstack won easily.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1068,Keystone Education Group,220000,2026-09-08,Scale,Government,Anna Kowalski,EMEA,v4.3.0,9.73,59.47,15.38,41.3,91881,45,3.0,1.0,0.0,12.033333333333331,16.0,False,False,,,,,,,,,,,,,8.0,We evaluated 5 CMS platforms. Contentstack won easily.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1069,Catalyst Innovations,429000,2027-04-02,Scale,Financial Services,Anna Kowalski,LATAM,v4.3.0,6.7,24.19,5.88,14.61,92034,36,3.0,1.0,0.0,14.4,17.0,False,False,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,10,['Review security roadmap']
1070,Mirage Digital Agency,117000,2026-08-06,Growth,Travel & Hospitality,Sarah Chen,LATAM,v4.2.3,9.03,18.56,7.69,30.77,23780,14,2.0,0.0,0.0,16.950000000000003,3.0,False,False,,,,,,,,,,,,,5.0,Best headless CMS on the market. Period.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1071,Polaris Navigation,145000,2027-02-20,Growth,Financial Services,Raj Patel,LATAM,v4.1.0,8.9,54.97,-8.33,14.29,24897,11,1.0,0.0,0.0,23.3,2.0,False,False,,,,,,,,,,,,,8.0,Great developer experience and the support team is phenomenal.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1072,Sandcastle Hospitality,265000,2026-12-15,Scale,Manufacturing,Emily Watson,APAC,v4.1.0,-15.4,9.65,-12.82,10.62,75851,34,,,,,,False,False,,,,,,,,,,,,,8.0,Best headless CMS on the market. Period.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1073,Foxglove Pharmaceuticals,411000,2026-12-13,Scale,Manufacturing,Priya Sharma,NA-West,v4.3.0,27.66,25.79,51.72,44.21,94439,44,2.0,1.0,0.0,19.9,15.0,False,False,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,10,['Review security roadmap']
1074,Ironwood Manufacturing,1894000,2027-01-25,Enterprise,Healthcare,Emily Watson,APAC,v4.3.0,-8.53,11.06,-4.55,13.38,201955,84,2.0,0.0,0.0,19.85,7.0,False,False,,,,,,,,,,,,,8.0,We evaluated 5 CMS platforms. Contentstack won easily.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1075,Ripple Effect Marketing,35000,2026-12-08,Starter,Media & Publishing,Anna Kowalski,LATAM,v4.2.3,39.55,11.11,50.0,0.0,6055,3,3.0,1.0,3.0,14.333333333333334,16.0,False,False,,,,,,,,,,,,,7.0,We evaluated 5 CMS platforms. Contentstack won easily.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1076,Basecamp Outdoors,444000,2027-02-26,Scale,Education,Carlos Mendez,LATAM,v4.1.0,-16.51,-4.18,-20.0,-12.71,75788,32,1.0,0.0,0.0,20.0,5.0,False,False,,,,,,,,,,,,,8.0,We evaluated 5 CMS platforms. Contentstack won easily.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1077,Comet Data Sciences,856000,2026-08-27,Enterprise,Retail,Raj Patel,NA-East,v4.3.0,32.39,16.41,7.87,28.09,258401,96,1.0,0.0,0.0,11.4,1.0,False,False,,,,,,,,,,,,,4.0,We evaluated 5 CMS platforms. Contentstack won easily.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1078,Trailhead Analytics,131000,2026-11-07,Growth,Media & Publishing,Priya Sharma,NA-East,v4.2.3,16.57,25.0,30.0,-15.62,26145,13,2.0,0.0,0.0,9.049999999999999,6.0,False,False,,,,,,,,,,,,,7.0,Best headless CMS on the market. Period.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1079,Spectrum Health Network,31000,2027-03-15,Starter,Government,James Okafor,APAC,v4.3.0,7.87,34.04,0.0,25.0,5211,2,1.0,0.0,1.0,11.7,2.0,False,False,,,,,,,,,,,,,8.0,Best headless CMS on the market. Period.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1080,Nightfall Security,1821000,2026-10-22,Enterprise,Travel & Hospitality,David Kim,APAC,v4.3.0,19.14,16.95,34.29,2.55,259768,94,,,,,,False,False,,,,,,,,,,,,,8.0,,5.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1081,Daybreak Solar,89000,2026-07-17,Growth,Financial Services,Anna Kowalski,NA-West,v4.2.3,15.0,0.0,7.69,20.0,25727,14,3.0,1.0,0.0,10.633333333333333,16.0,False,False,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,10,['Review security roadmap']
1082,Frostbite Gaming,186000,2027-03-09,Growth,E-commerce,Carlos Mendez,NA-East,v4.2.3,-3.77,-12.66,9.09,3.7,26641,12,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,10,['Review security roadmap']
1083,Pebble Stream Media,780000,2027-03-09,Enterprise,Manufacturing,Raj Patel,APAC,v4.1.0,2.05,15.58,-14.94,21.2,229697,74,1.0,0.0,0.0,3.9,1.0,False,False,,,,,,,,,,,,,9.0,Best headless CMS on the market. Period.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1084,Wildfire Creative,1649000,2027-02-28,Enterprise,Healthcare,David Kim,APAC,v4.3.0,17.49,-16.85,18.29,40.5,200351,97,3.0,0.0,1.0,11.466666666666667,8.0,False,False,,,,,,,,,,,,,10.0,Transformed how our team publishes content. Love it.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1085,Anchor Point Financial,330000,2026-12-03,Scale,Manufacturing,David Kim,NA-West,v4.2.3,38.67,9.52,28.12,57.65,102987,41,1.0,0.0,0.0,2.9,1.0,False,False,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,10,['Review security roadmap']
1086,Starboard Ventures,431000,2026-08-23,Scale,Retail,Carlos Mendez,EMEA,v4.3.0,6.05,34.13,22.58,6.67,94423,38,3.0,0.0,0.0,10.933333333333332,8.0,False,False,,,,,,,,,,,,,7.0,Would recommend to anyone in our industry.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1087,Quicksilver Payments,368000,2026-08-25,Scale,Healthcare,Priya Sharma,NA-West,v4.1.0,14.31,-3.53,0.0,-26.72,81496,35,3.0,0.0,0.0,17.566666666666666,8.0,False,False,,,,,,,,,,,,,8.0,Transformed how our team publishes content. Love it.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1088,Hearthstone Properties,1955000,2026-10-01,Enterprise,Media & Publishing,James Okafor,APAC,v4.2.3,6.9,16.12,41.18,-15.02,230283,96,3.0,0.0,0.0,7.333333333333333,9.0,False,False,,,,,,,,,,,,,9.0,Great developer experience and the support team is phenomenal.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1089,Thunderpeak Mining,1194000,2027-03-10,Enterprise,Travel & Hospitality,Sarah Chen,NA-West,v4.1.0,7.56,28.11,-9.64,43.35,220900,75,1.0,0.0,0.0,19.4,1.0,False,False,,,,,,,,,,,,,9.0,Would recommend to anyone in our industry.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1090,Bluebell Organics,1317000,2026-07-25,Enterprise,Government,Anna Kowalski,APAC,v4.1.0,24.83,33.39,1.22,-17.33,233389,83,1.0,0.0,0.0,13.5,2.0,False,False,,,,,,,,,,,,,9.0,,5.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1091,Cascadia Tech,38000,2026-12-14,Starter,Travel & Hospitality,Anna Kowalski,LATAM,v4.1.0,7.84,-4.26,0.0,50.0,5997,3,3.0,0.0,2.0,9.333333333333334,6.0,False,False,,,,,,,,,,,,,7.0,,5.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1092,Silverthorn Consulting,178000,2026-11-04,Growth,Retail,Anna Kowalski,APAC,v4.1.0,42.34,22.22,16.67,10.34,31353,14,,,,,,False,False,,,,,,,,,,,,,8.0,We evaluated 5 CMS platforms. Contentstack won easily.,10.0,True,False,False,False,False,low,0.0,True,False,False,False,10,"['Review security roadmap', 'Run competitive positioning review']"
1093,Redstone Engineering,40000,2027-01-03,Starter,Travel & Hospitality,Priya Sharma,APAC,v4.3.0,33.75,-11.32,50.0,0.0,6182,3,3.0,0.0,0.0,14.200000000000001,9.0,False,False,,,,,,,,,,,,,6.0,We evaluated 5 CMS platforms. Contentstack won easily.,10.0,True,False,False,False,False,low,0.0,True,False,False,False,10,"['Review security roadmap', 'Run competitive positioning review']"
1094,Cloudbreak Surf Co,190000,2026-07-28,Growth,Travel & Hospitality,Sarah Chen,NA-East,v4.1.0,25.32,17.24,0.0,-12.12,30422,13,3.0,0.0,0.0,6.366666666666667,8.0,False,False,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,10,['Review security roadmap']
1095,Copperfield Education,785000,2027-03-08,Enterprise,Healthcare,Sarah Chen,EMEA,v4.1.0,11.74,21.35,27.27,47.11,222966,98,,,,,,False,False,,,,,,,,,,,,,8.0,,5.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1096,Everest Data,1187000,2026-10-31,Enterprise,Education,Raj Patel,EMEA,v4.3.0,1.7,23.11,12.99,17.31,208200,87,2.0,0.0,1.0,13.399999999999999,2.0,False,False,,,,,,,,,,,,,2.0,,5.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1097,Icefall Analytics,1084000,2027-02-15,Enterprise,Retail,James Okafor,APAC,v4.3.0,21.63,5.75,17.86,0.86,254208,99,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,10,['Review security roadmap']
1098,Magnolia Health Systems,18000,2027-01-10,Starter,Media & Publishing,James Okafor,NA-East,v4.2.3,37.93,9.26,0.0,20.0,6073,3,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,10,['Review security roadmap']
1099,Oakridge Retail,31000,2026-10-25,Starter,E-commerce,Priya Sharma,NA-West,v4.1.0,9.12,-11.32,0.0,25.0,5119,2,3.0,0.0,1.0,11.466666666666667,9.0,False,False,False,False,False,False,False,False,False,False,False,neutral,low,"04/08 beacon insurance (acct 1024)
annual check-in. They're regulated so they move slow but steady. renewal 
isn't until Q4. No concerns, just maintaining the relationship.",10.0,We evaluated 5 CMS platforms. Contentstack won easily.,10.0,True,False,False,False,False,low,0.0,True,False,False,False,0,['Run competitive positioning review']
1100,Seabreeze Hospitality,174000,2026-09-11,Growth,Government,Carlos Mendez,APAC,v4.2.3,11.01,13.37,0.0,0.0,28112,13,1.0,0.0,0.0,7.9,2.0,False,False,,,,,,,,,,,,,7.0,Great developer experience and the support team is phenomenal.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1101,Blackthorn Security,393000,2026-10-08,Scale,Government,James Okafor,NA-West,v4.3.0,2.62,-24.7,29.03,8.0,80756,40,,,,,,False,False,,,,,,,,,,,,,5.0,Best headless CMS on the market. Period.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1102,Goldrush Fintech,257000,2026-07-28,Scale,Retail,Anna Kowalski,APAC,v4.3.0,-2.93,34.93,29.41,10.42,85148,44,2.0,0.0,0.0,12.45,3.0,False,False,,,,,,,,,,,,,8.0,We evaluated 5 CMS platforms. Contentstack won easily.,10.0,True,False,False,False,False,low,0.0,True,False,False,False,10,"['Review security roadmap', 'Run competitive positioning review']"
1103,Moonrise Studios,70000,2026-11-16,Growth,Financial Services,Emily Watson,LATAM,v4.3.0,18.46,14.16,15.38,28.12,26452,15,1.0,0.0,0.0,10.6,5.0,False,False,,,,,,,,,,,,,6.0,,5.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1104,Timberwolf Logistics,18000,2027-01-08,Starter,Manufacturing,Anna Kowalski,EMEA,v4.3.0,20.99,40.0,0.0,50.0,5978,2,1.0,0.0,0.0,5.3,5.0,False,False,,,,,,,,,,,,,8.0,Would recommend to anyone in our industry.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1105,Ferndale Publishing,48000,2027-01-05,Starter,E-commerce,Anna Kowalski,APAC,v4.2.3,20.95,6.52,0.0,50.0,5980,3,,,,,,False,False,,,,,,,,,,,,,10.0,Would recommend to anyone in our industry.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1106,Stonebridge Capital,43000,2027-01-16,Starter,Education,Priya Sharma,APAC,v4.2.3,35.39,56.1,50.0,0.0,6025,3,2.0,0.0,0.0,8.2,2.0,False,False,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,10,['Review security roadmap']
1107,Ravenswood Media,187000,2026-11-30,Growth,Government,David Kim,APAC,v4.3.0,19.12,-5.97,-7.69,2.94,28207,12,2.0,0.0,0.0,14.1,3.0,False,False,,,,,,,,,,,,,10.0,Best headless CMS on the market. Period.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1108,Clearwater Systems,1743000,2026-11-29,Enterprise,SaaS / Technology,Carlos Mendez,NA-East,v4.1.0,17.11,21.11,21.43,0.37,245546,85,1.0,0.0,0.0,10.2,2.0,False,False,,,,,,,,,,,,,7.0,We evaluated 5 CMS platforms. Contentstack won easily.,10.0,True,False,False,False,False,low,0.0,True,False,False,False,10,"['Review security roadmap', 'Run competitive positioning review']"
1109,Pinehurst Golf Tech,436000,2026-11-16,Scale,Education,Anna Kowalski,EMEA,v4.1.0,-9.6,-14.34,5.26,44.83,79484,40,2.0,0.0,1.0,5.800000000000001,7.0,False,False,,,,,,,,,,,,,2.0,Transformed how our team publishes content. Love it.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1110,Dewdrop Organic Foods,47000,2026-12-28,Starter,Healthcare,David Kim,NA-West,v4.3.0,-10.93,17.02,50.0,-20.0,4652,3,1.0,0.0,0.0,23.9,5.0,False,False,,,,,,,,,,,,,10.0,Great developer experience and the support team is phenomenal.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1111,Firestorm Marketing,335000,2027-01-05,Scale,Retail,Emily Watson,LATAM,v4.2.3,12.38,21.28,31.25,15.84,79295,42,2.0,0.0,0.0,20.55,4.0,False,False,,,,,,,,,,,,,6.0,We evaluated 5 CMS platforms. Contentstack won easily.,10.0,True,False,False,False,False,low,0.0,True,False,False,False,10,"['Review security roadmap', 'Run competitive positioning review']"
1112,Stargazer Telescopes,49000,2026-10-20,Starter,Financial Services,Carlos Mendez,APAC,v4.3.0,-7.04,-8.47,50.0,0.0,4936,3,3.0,0.0,1.0,17.266666666666666,3.0,False,False,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,10,['Review security roadmap']
1113,Whitewater Adventures,1664000,2026-11-15,Enterprise,Education,David Kim,APAC,v4.1.0,7.96,6.91,-5.49,15.38,227183,86,,,,,,False,False,,,,,,,,,,,,,8.0,Best headless CMS on the market. Period.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1114,Rosewood Hotels,21000,2026-12-12,Starter,Media & Publishing,Anna Kowalski,NA-West,v4.3.0,-13.51,0.0,0.0,-20.0,4917,3,3.0,0.0,0.0,12.433333333333332,9.0,False,False,,,,,,,,,,,,,8.0,Would recommend to anyone in our industry.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1115,Sapwood Furniture Co,393000,2027-03-14,Scale,Manufacturing,Raj Patel,APAC,v4.1.0,17.28,16.09,37.5,9.4,93162,44,,,,,,False,False,,,,,,,,,,,,,9.0,We evaluated 5 CMS platforms. Contentstack won easily.,10.0,True,False,False,False,False,low,0.0,True,False,False,False,10,"['Review security roadmap', 'Run competitive positioning review']"
1116,Thunderhead Cloud,384000,2027-03-04,Scale,Retail,Emily Watson,EMEA,v4.2.3,22.8,11.35,12.12,4.55,88895,37,3.0,0.0,0.0,11.666666666666666,4.0,False,False,,,,,,,,,,,,,6.0,Best headless CMS on the market. Period.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1117,Marshland Conservation,82000,2026-10-21,Growth,SaaS / Technology,James Okafor,LATAM,v4.2.3,9.07,-4.82,27.27,7.69,28908,14,,,,,,False,False,,,,,,,,,,,,,8.0,We evaluated 5 CMS platforms. Contentstack won easily.,10.0,True,False,False,False,False,low,0.0,True,False,False,False,10,"['Review security roadmap', 'Run competitive positioning review']"
1118,Ridgeline Software,100000,2026-11-02,Growth,Education,Emily Watson,LATAM,v4.2.3,-3.26,23.59,9.09,17.86,24014,12,1.0,0.0,0.0,11.1,1.0,False,False,,,,,,,,,,,,,7.0,Great developer experience and the support team is phenomenal.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
1119,Sunstone Energy,253000,2026-10-22,Scale,Retail,Carlos Mendez,EMEA,v4.3.0,30.52,10.84,27.27,22.83,101429,42,3.0,1.0,1.0,11.6,12.0,False,False,,,,,,,,,,,,,2.0,Best headless CMS on the market. Period.,10.0,False,False,False,False,False,low,0.0,False,False,False,False,10,['Review security roadmap']
